Date,TS1-S_370,TS2-S_376,TS3-S_21885,TS4-S_434,TS5-S_445,TS6-S_21895
1/30/2016,640.8868,2217.7644,2084.9333,2270.2922,1268.3141,2280.969
2/14/2016,647.441,2314.5725,2021.7273,2332.391,1334.9077,2348.1943
2/27/2016,657.6435,2352.52905,1914.8479,2422.40195,1360.5328,2322.45885
3/14/2016,670.9304,2405.0518,1762.5316,2399.643,1282.6611,2179.5806
3/30/2016,698.55115,2538.046,1621.9573,2327.8333,1228.5735,2181.2644
4/14/2016,710.3364,2519.2122,1551.4429,2298.6973,1191.4105,2153.4695
4/29/2016,713.4534,2531.5056,1565.3445,2332.587,1544.2498,2223.8398
5/14/2016,712.6948,2422.763,1641.2025,2442.7012,1762.7014,2112.367
5/30/2016,699.1036,2189.1096,1865.194,2517.4934,1946.5431,1907.386
6/14/2016,672.501,1972.5776,1972.1038,2482.3086,2009.0087,1648.2134
6/29/2016,664.3981,1751.5945,1942.784,2389.8862,2043.708,1457.1069
7/14/2016,663.5536,1588.4836,1900.7239,2267.7947,2029.1812,1266.1359
7/30/2016,648.51355,1477.3326,1911.6873,2113.8977,1975.2856,1238.5112
8/14/2016,625.8734,1428.0573,1952.33,1979.3462,1869.2637,1401.3477
8/30/2016,614.8554,1627.5594,2038.7443,1861.6249,1745.9796,1729.4464
9/14/2016,608.63165,1866.6676,2120.1504,1739.2725,1625.0984,2035.772
9/29/2016,612.2233,2105.1187,2174.733,1645.2373,1474.4292,2217.9487
10/14/2016,615.8372,2328.442,2250.5593,1551.6104,1046.9305,2434.0693
10/30/2016,613.0726,2424.8604,2237.156,1494.3234,845.86145,2589.8442
11/14/2016,597.05,2367.9153,2167.8833,1441.5767,677.50183,2564.0813
11/29/2016,591.85345,2316.125,2089.7075,1383.1969,551.8853,2479.736
12/14/2016,582.7631,2268.668,2023.1128,1391.1117,487.0215,2354.0032
12/30/2016,565.83527,2132.1714,1921.5121,1473.5918,449.8856,2142.592
1/14/2017,549.9437,1979.976,1803.4897,1734.6398,478.53378,1851.0992
1/30/2017,539.2488,1878.448,1698.6321,1908.0491,520.45215,1557.719
2/14/2017,536.65094,1890.8645,1637.967,1894.2662,557.5694,1338.7688
2/27/2017,544.9454,1890.0629,1560.3485,1855.5276,584.415,1200.3345
3/14/2017,546.67426,1896.9446,1500.6095,1789.425,628.3075,1140.2026
3/30/2017,545.6769,1899.8892,1438.1732,1737.2966,620.72644,1252.0653
4/14/2017,539.36383,1842.7958,1431.2668,1744.8992,681.28253,1461.6675
4/29/2017,532.5175,1743.5366,1372.8065,1718.4167,1005.1823,1429.6632
5/14/2017,533.5145,1710.4945,1370.6844,1687.9565,1210.7014,1330.3346
5/30/2017,546.2559,1584.8162,1521.1224,1816.0348,1406.9429,1349.4645
6/14/2017,560.44995,1485.7115,1719.5325,1902.0503,1465.8412,1465.5087
6/29/2017,553.7601,1350.8776,1865.2264,1912.7704,1464.875,1367.698
7/14/2017,548.62524,1281.6793,1976.9917,1855.3604,1448.0876,1253.5098
7/30/2017,558.57996,1309.7637,2088.9114,1747.9989,1340.0135,1216.9081
8/14/2017,577.90045,1399.2566,2180.8853,1645.4794,1209.5542,1423.1923
8/30/2017,592.72076,1692.9099,2303.2905,1543.1886,1052.2441,1854.455
9/14/2017,608.749,1977.6573,2380.7463,1453.5359,912.5804,2164.1216
9/29/2017,621.7637,2202.8364,2472.6187,1361.2795,787.106,2535.7925
10/14/2017,624.30817,2323.1436,2498.1362,1270.9293,533.72656,2917.82
10/30/2017,628.1736,2365.2988,2435.2334,1213.7267,410.04953,3100.843
11/14/2017,630.86835,2379.5242,2382.4707,1166.96,312.58606,3070.5593
11/29/2017,620.9596,2325.0574,2327.0793,1129.0208,254.96172,2983.5332
12/14/2017,601.5371,2272.0945,2217.6416,1101.5295,213.43623,2782.2854
12/30/2017,579.5302,2177.036,2049.0103,1101.6292,256.89435,2708.175
1/14/2018,554.09503,2062.967,1989.9202,1123.7881,365.90533,2404.8774
1/30/2018,534.8325,1988.2615,1862.3939,1268.6503,552.8732,2047.4396
2/14/2018,522.8223,1919.3824,1699.19,1362.3748,656.7827,1819.2312
2/27/2018,516.2464,1880.931,1532.005,1356.842,693.4621,1584.8314
3/14/2018,525.94617,1854.8749,1442.7113,1423.0271,802.3731,1336.3608
3/30/2018,560.17804,1931.3236,1402.6112,1855.1754,1002.7008,1230.3289
4/14/2018,596.64014,2033.0015,1336.7654,2118.4287,1105.01,1309.3817
4/29/2018,637.07495,2047.4315,1373.333,2456.5762,1532.5159,1365.6725
5/14/2018,654.986,2094.0522,1522.1965,2617.036,1864.312,1592.9479
5/30/2018,654.26013,1942.7612,1683.8622,2628.9612,2007.5085,1658.3552
6/14/2018,647.2941,1719.2695,1828.5876,2533.4395,2015.3604,1665.2208
6/29/2018,625.74304,1527.7272,2020.9698,2426.3975,2042.7908,1649.2716
7/14/2018,614.24115,1385.4761,2152.5906,2286.9514,2031.1376,1588.7914
7/30/2018,595.17523,1349.906,2234.4407,2124.9502,1951.3951,1737.1982
8/14/2018,584.6096,1344.224,2201.9937,1991.7885,1857.9126,1891.1555
8/30/2018,576.07666,1613.8612,2213.4065,1842.2258,1718.3472,1955.8966
9/14/2018,574.1262,1863.1617,2195.5208,1729.6508,1569.3091,2181.7026
9/29/2018,574.158,2071.6719,2123.5972,1629.9362,1422.0834,2370.5093
10/14/2018,570.8262,2180.0332,2036.0917,1554.8457,1011.6605,2390.7725
10/30/2018,565.3885,2175.17,1972.4269,1522.1984,837.9841,2337.225
11/14/2018,569.4792,2217.6558,1886.5422,1695.3933,693.3409,2234.4531
11/29/2018,564.2329,2125.4731,1799.7999,1838.3264,581.371,2060.7512
12/14/2018,551.40295,2053.8547,1719.8627,1900.2697,503.7584,1850.649
12/30/2018,556.2025,2028.572,1636.3473,2105.9924,542.00586,1607.8224
1/14/2019,550.9147,1999.6096,1481.6394,2277.9612,664.3562,1390.017
1/30/2019,550.2356,2025.8632,1283.1277,2439.6924,750.2801,1111.6754
2/14/2019,554.93634,2048.499,1099.1561,2448.6416,781.2304,884.61865
2/27/2019,556.366,2048.0007,959.22736,2396.4346,785.66235,692.4719
3/14/2019,562.324,2041.801,856.83435,2349.2012,800.2565,553.9663
3/30/2019,563.878,1984.5005,741.1689,2273.4634,778.1277,434.2146
4/14/2019,567.3397,1943.9518,663.5407,2231.5017,730.336,325.35007
4/29/2019,563.27716,1866.3547,599.0727,2147.5479,974.0578,313.16397
5/14/2019,578.5463,1852.4948,663.8693,2081.6897,1162.9036,681.11774
5/30/2019,576.20026,1698.7798,893.68945,2022.1302,1291.5165,993.0369
6/14/2019,591.9222,1585.1626,1181.6703,1946.6185,1325.308,1169.2396
6/29/2019,574.3408,1455.0685,1317.0762,1861.4545,1338.0112,1262.6434
7/14/2019,552.0063,1310.1127,1368.1039,1783.8016,1344.0839,1357.7253
7/30/2019,520.2311,1181.4576,1414.4266,1691.4438,1314.1262,1393.7928
8/14/2019,516.9873,1138.5116,1443.6517,1609.4503,1247.7014,1515.2883
8/30/2019,508.27615,1317.4207,1585.9984,1535.9713,1176.0667,1662.6431
9/14/2019,518.76086,1519.5552,1752.5052,1473.7953,1095.8562,1892.036
9/29/2019,525.68097,1700.6906,1966.0094,1426.7256,1015.7439,2240.3398
10/14/2019,525.59656,1834.5986,2163.219,1444.3843,733.32587,2466.6658
10/30/2019,536.60095,1953.656,2317.3176,1569.451,621.23737,2615.3928
11/14/2019,535.3317,1979.4464,2408.8933,1780.3501,558.18585,2722.8145
11/29/2019,529.3341,1958.0109,2345.2434,2112.8389,513.0245,2540.1606
12/14/2019,543.5196,1945.4766,2323.096,2470.8005,649.69446,2344.3853
12/30/2019,539.99396,1930.2019,2317.6199,2689.7422,802.7575,2097.2983
1/14/2020,529.29956,1902.4928,2279.727,2838.3071,957.1548,2093.7168
1/30/2020,533.41705,1884.8582,2212.4683,2914.5474,1118.9337,2030.1075
2/14/2020,546.7844,1943.3912,2158.133,3070.035,1281.0874,1962.5134
2/27/2020,555.64465,1984.79075,2101.1272,3021.5187,1273.7877,2124.88825
3/14/2020,583.3652,2160.269,2034.5853,3006.9048,1287.5468,2178.1519
3/30/2020,599.6652,2188.785,2026.8489,2983.7756,1254.1968,2282.3918
4/14/2020,620.1387,2253.8801,2066.618,3063.2808,1277.499,2493.6235
4/29/2020,630.927,2177.074,2014.3593,3115.8428,1712.844,2380.7422
5/14/2020,627.4363,2100.4614,1980.723,3049.2073,1842.6787,2216.9192
5/30/2020,594.9222,1954.3374,1996.4142,2954.2075,1831.7493,1996.4647
6/14/2020,572.3699,1810.4894,1988.4625,2825.9329,1792.5333,1843.411
6/29/2020,558.0137,1591.7441,1993.1437,2684.0063,1781.4373,1651.2804
7/14/2020,532.8668,1350.2473,1978.547,2525.3445,1745.516,1650.3667
7/30/2020,508.6826,1099.4924,1959.1893,2328.7944,1672.645,1626.0289
8/14/2020,509.97095,916.0119,1972.5579,2175.8455,1594.688,1920.4055
8/30/2020,521.5132,979.75415,2040.9176,2039.1716,1479.6055,2298.3364
9/14/2020,533.01184,1236.0399,2121.9468,1927.2401,1390.3418,2532.8508
9/29/2020,534.9153,1584.6914,2266.873,1829.299,1262.7207,3008.3345
10/14/2020,538.1513,1838.2145,2344.6318,1760.9705,836.675,3367.9285
10/30/2020,544.7742,2034.9811,2384.0671,1662.8359,680.38904,3441.9167
11/14/2020,529.2012,2054.0652,2384.7573,1565.8014,559.30524,3343.2622
11/29/2020,520.30255,2070.1763,2359.27,1540.1742,454.34018,3144.3713
12/14/2020,506.92194,2022.0947,2332.4507,1609.7522,388.04578,2963.8845
12/30/2020,490.37225,1936.3254,2254.6423,1809.3704,329.41974,2837.8005
1/14/2021,476.4766,1850.3518,2115.7373,2036.5912,368.55383,2633.7305
1/30/2021,473.71185,1817.2196,1960.7251,2252.557,509.4599,2254.4365
2/14/2021,476.35315,1809.0806,1909.0377,2360.5007,594.9126,1955.7019
2/27/2021,492.93256,1845.3318,1846.8391,2572.107,802.3269,1958.7693
3/14/2021,522.1525,2043.5665,1752.145,2716.5657,914.44183,2299.4023
3/30/2021,514.759,2007.3461,1684.2157,2702.282,906.99475,2408.546
4/14/2021,510.4623,1961.5278,1691.2864,2781.0098,966.7038,2307.5903
4/29/2021,505.82986,1896.1458,1733.8185,2819.8518,1345.0934,2114.606
5/14/2021,496.17105,1823.0269,1764.9628,2773.8574,1507.4327,2009.4197
5/30/2021,509.7585,1664.391,1818.483,2714.1604,1690.9159,1808.9381
6/14/2021,499.2078,1512.9849,1819.0134,2596.1562,1734.8092,1722.8636
6/29/2021,485.81744,1333.3909,1803.1262,2466.1462,1727.2462,1594.8492
7/14/2021,471.2642,1180.642,1774.5088,2326.898,1712.7684,1398.9257
7/30/2021,454.73016,1027.076,1729.8468,2159.9016,1726.1825,1363.2836
8/14/2021,447.55035,971.71686,1705.0629,2009.1674,1745.9854,1408.8765
8/30/2021,453.27496,1218.4658,1838.4485,1879.9603,1696.8999,1684.9087
9/14/2021,449.3533,1423.3263,1947.5769,1774.9985,1652.6941,1985.1979
9/29/2021,459.95096,1650.9519,2007.1189,1679.2257,1609.4728,2061.0244
10/14/2021,463.3798,1929.3138,2093.0188,1624.1558,1237.8054,2325.3474
10/30/2021,468.81476,2069.95,2059.0486,1564.0491,1057.0898,2653.7432
11/14/2021,471.8899,2102.338,1987.6823,1459.9384,907.27576,2825.7683
11/29/2021,466.3097,2040.1443,1887.861,1338.5792,803.2127,2787.8914
12/14/2021,452.3654,1976.6669,1777.95,1297.5155,740.6955,2545.9897
12/30/2021,436.35394,1847.6283,1645.2,1308.9446,695.8962,2291.4204
1/14/2022,421.8555,1759.7617,1537.7972,1487.2527,689.7007,2073.8855
1/30/2022,425.8811,1706.4174,1440.0518,1742.6504,765.576,1924.1747
2/14/2022,437.15546,1665.212,1342.1619,1922.2433,867.31616,1876.7056
2/27/2022,446.8499,1653.5474,1254.1963,2097.379,932.98016,1895.2365
3/14/2022,446.8331,1642.5348,1159.4458,2294.5854,943.63257,2381.137
3/30/2022,446.89655,1591.4928,1112.6606,2289.9053,916.3854,2364.9255
4/14/2022,436.7399,1552.6394,1139.9907,2215.5222,894.3634,2457.5383
4/29/2022,421.03424,1465.3888,1124.4447,2110.8716,1241.3806,2225.5925
5/14/2022,414.35526,1421.8748,1240.0924,2018.6017,1428.3309,1964.4253
5/30/2022,412.4179,1230.5267,1286.7311,1958.8022,1524.0779,1869.1433
6/14/2022,399.1868,1092.2576,1383.0261,1872.2056,1578.8351,1723.0222
6/29/2022,392.74274,962.3103,1476.6296,1760.3949,1588.9429,1581.797
7/14/2022,386.51584,855.31287,1516.4147,1707.6063,1636.2969,1373.781
7/30/2022,380.14636,760.3556,1575.1083,1618.551,1650.6619,1178.183
8/14/2022,377.0188,746.86707,1641.4576,1522.75,1653.0654,1117.5354
8/30/2022,371.6407,1032.4244,1706.6086,1415.9854,1625.8232,1218.7981
